Country,Population_Coeff,Inflation_Coeff,Import_Coeff,Export_Coeff,Test_Score,Export_GDP_Correlation
CHN,-458665666414.6196,50206185603.90007,-2055734545823.7146,7906379582695.035,0.8477407634057479,0.9773639951401633
CIV,8983467983.060465,-407706386.30307966,10849823950.674866,-1302340362.4893658,0.9392510311893946,0.9441421184079835
CMR,7262254760.812692,-256150152.0378899,6208009973.803563,-1632490640.0972507,0.925452970579608,0.8605522433563908
COD,834405319.8882738,-340956935.84127146,2482265856.304445,5555351687.604133,0.9590859142204424,0.9352669422684348
COG,2407376396.0416813,-155909646.87243494,135097303.3567896,2905366266.784946,0.7239234912204527,0.9098164299111139
COL,13620575213.748428,1704877225.1051872,73338845150.42923,39553022436.41653,0.9878153587838209,0.9799932358705475
CPV,-4941302.887380673,-13442577.569529243,551252244.9237932,185762972.56572258,0.953987348962281,0.9249018888568606
CRI,903795899.2501146,-260374807.02166495,17437553272.710884,2530384145.9877934,0.8566470206558173,0.9392693833190806
CYP,3922597143.298579,-86706510.24755843,5716696543.075181,-3289480529.034666,0.923432266082304,0.60307059504835
CZE,4038192828.1864724,-3875768183.7889647,145666801826.96103,-75459555691.71797,0.9598392150260585,0.9778551681737158
DEU,22174640268.96441,-60147709279.48645,899468260389.0692,-116410997940.12839,0.7967868409317171,0.972633787358947
DJI,314629470.08470803,-52742070.542342864,1849979770.2911873,-1154827907.1530695,0.9021106242194226,0.8432795117044796
DMA,-15442923.820292687,-30000074.75343215,122419237.66666906,-13260136.578595676,0.9757972775015252,-0.4080548614861844
DNK,2125938570.3427758,-1683128024.6810484,22124664202.64844,54522068907.00424,0.9752928766972646,0.9911032064501536
DOM,8167118867.073542,-1999991241.2451453,7910700707.205979,12143972583.69268,0.9588655649649381,0.9299070072355616
DZA,8094033547.708386,-3385480747.079673,50686470935.806656,12387229352.180094,0.964936758357835,0.8550185415714603
ECU,8658575563.281359,-3560304945.0198565,1424370686.987019,22441444626.059475,0.9172769038362221,0.9642139366368241
EGY,34996017480.14143,-11561007451.344028,87370845652.37076,-4643586521.108722,0.9189839104676553,0.9255420255420854
ESP,247666430278.78137,-12811782616.44308,328606140574.362,-230537600077.7758,0.961898273576672,0.9014393887684106
EST,-568223557.9626274,-283875863.4205134,5199203559.436533,4361275722.840262,0.9416589767628466,0.9741396250999013
ETH,22177853896.90925,-1788281060.6216867,10466284302.546371,-693826948.5187833,0.9057104324353668,0.8891284600842825
FIN,6252798874.710476,-7699768154.537237,70298483054.99272,-14149940158.270014,0.9673673240517547,0.9054509947005503
FJI,149639165.12732562,-121509524.76450107,1604778606.0120494,-404814224.77387017,0.9416513059073102,0.9012778022042606
FRA,-15855201964.397718,-61343169688.40844,713392313458.6466,-115856619776.10272,0.9167782701349197,0.9763993530534547
FSM,11929270.848954666,-9543696.369778758,54114716.05715338,2784361.863535922,0.8808358794665654,0.7871910872229577
GAB,1712315022.8936362,-117869699.27449097,2271045867.6258297,1930518131.1499918,0.9861885662969841,0.9047872712711783
GBR,-121206276221.13493,-71024399831.1409,684604644747.1738,-9625765100.367609,0.941888682210684,0.9321395902388756
GEO,-230223823.85825878,-64730619.54455924,7146435677.911247,-1203753442.9747443,0.9571910715563327,0.9535802198364844
GHA,6229495348.730679,-507147533.6585064,-7980055302.731389,25673438886.076904,0.9752941999123594,0.9743906646090362
GMB,364161423.48679006,-44327920.68592381,178889379.65907606,-50243046.53033307,0.8928146894053937,0.49299719031729716
GNB,303033871.0579395,107436557.59492397,175125729.071927,8313837.835277294,0.863460194544595,0.8736087109373369
GNQ,1700164129.2519145,-195833687.79867533,2452459362.296299,4178162843.375205,0.9845904728131896,0.9645294122978417
GRC,17162628391.942123,4158835888.357674,60792367493.273125,-15297185048.263077,0.9341583828587103,0.4533803300775476
GRD,90424148.19303615,657793.693581896,245490818.8759558,-520298.3590216513,0.9738474568945853,-0.4419202506223187
GTM,4219625372.021881,-106976195.18333101,-3150766742.616548,23072653014.59145,0.9061515482008338,0.9729122031820988
GUY,-561808670.7466568,-305880275.977798,1297708015.4674401,1006019772.6018796,0.8106420137759713,0.8659397570205819
HKG,41154883429.186134,5468885630.76906,-84845693218.28326,151969527460.28033,0.9294887164490401,0.9765824725344769
HND,1015037471.9435576,-112186612.24496365,-4293278486.4184813,10557325036.980589,0.9165848364988715,0.977163512520083
HRV,9348374565.197906,-3358098280.059817,19427028782.18995,2681364613.181731,0.9079768322226008,0.9085585486282157
HTI,2540072203.8706613,-72063965.2689583,-204356092.5932315,3431034559.357072,0.8666793244941122,0.9543080247515394
HUN,12304929220.808971,-1530614643.231352,47415726575.42854,8197084463.829262,0.9597512408402663,0.9808946667021397
IND,-4457266540.3491745,-72575984343.04378,-901659531715.3981,1777323135791.1304,0.9589482625673884,0.9737312813095825
IRL,-2229675104.1253133,-10926131614.624308,67360927601.78277,57903568478.64728,0.9428510845494282,0.9782870885343421
IRN,-12949701909.665213,-4922014916.240519,79793919932.59387,91057918839.57877,0.7918237024150256,0.9380697539442717
IRQ,13815356267.369703,2551416079.2682376,20579627639.61551,52910276458.65692,0.9825863205927206,0.9803546863098587
ISL,1995072469.3317766,-7359311.621296739,5941952357.681166,-1659022191.1654801,0.8822201376217869,0.8573929199139823
ISR,107465181730.24161,10524503874.65284,50352571458.17423,-42862381909.55618,0.9496149008224251,0.7839625611037032
ITA,48134910209.49312,-29008483283.046352,522617266157.1999,-178869869128.16455,0.9495175681786325,0.9281151760902302
JAM,2555632057.609271,-509099707.82296103,2212699393.028613,-334890101.5781016,0.9880265043667897,0.758183254908086
JOR,7271946302.181657,-184582478.47425976,16885453667.734861,-9964948403.364637,0.9147053008320642,0.9496555491126313
JPN,-11929588343.287575,-199603108454.32416,387422557008.5978,65157351904.66121,-0.8243506063124002,0.6330419562449832
KAZ,23743378025.147152,-2781414865.227378,10354958340.216524,49662814434.33504,0.7121225069119359,0.9420283486176034
KEN,17231522989.00402,-966331571.5094427,45312360754.93199,-31695684341.94016,0.9747672058552533,0.9261414215003088
KGZ,1562069711.4207046,38243928.81294025,858221282.2202579,557789319.705283,0.9776477308423848,0.9164148937671927
KHM,3698987313.5664725,146854666.6511348,2493237511.5430493,5848787982.127043,0.8787333624296547,0.9787159727778578
KNA,22048119.831917383,-20701449.60563427,182436899.0101099,117956408.79359911,0.9835091345162555,0.9436133814827387
KOR,184354516489.02975,14757838202.421576,-101066215088.04128,496582225782.6778,0.9611451195011537,0.9788790805655297
KWT,8923289113.586372,1109412970.4149122,13814562084.2489,35943211199.79112,0.9835981640790489,0.9685392576802457
LAO,776251392.4886789,-109701863.62320083,5933637923.074192,-247400359.47664952,0.9469663680423559,0.9681739813737481
LBR,713910036.5318036,-22405376.958507985,276862218.3074769,-33341326.09302038,0.972899041371303,0.8045360251990828
LBY,4231610656.4028635,5238215557.170108,2640549949.512087,12563560097.13693,0.8874580332403963,0.8656249640039105
LCA,211952377.69792703,-7747771.242113559,379988207.21113235,-20066398.37069811,0.8770474218164899,0.46722752024428266
LKA,-11138765802.38391,-2420212406.322407,26354243160.259827,15491384528.96471,0.9742046456795841,0.9531263526967535
LSO,38962056.396192096,-34808659.34349894,472983994.3816558,268719348.27981305,0.9759352723595713,0.9758313581248077
LTU,-8344519912.149583,534442644.02676594,17595019943.790676,-7607587047.771065,0.9669539334348002,0.9772492506677589
LUX,11652480035.85086,-1178540991.7328162,17345011640.78144,-6711748637.114597,0.9603765505927189,0.6836706530358229
LVA,-6325334190.049066,567229671.5162197,12182872435.795137,-7458097678.998956,0.9191529411806941,0.9462801269888714
MAC,21851569432.289772,3796350235.7783346,-4549582661.453634,-2705987717.844656,0.10670126215484732,-0.6368895654426083
MAR,12625169726.098875,662098062.7666405,25310237011.81173,4101624108.0132523,0.9795444513692683,0.980779837983185
MDA,-706133407.1549822,-13300103.86226547,1296594648.6437554,2172607902.764219,0.9511360932188524,0.9907201907622825
MDG,196525395.0828699,-25688077.58619254,2533648700.155457,1081167816.7689693,0.9615478620959411,0.9498190340943979
MDV,396153662.6461196,13467133.789927272,1437329194.629682,-191449576.80890995,0.9930804047389588,0.8953656559750512
MEX,106466743016.01584,-49977305177.116264,442023932015.87244,-155610420789.53067,0.9730836867285766,0.9614029050475252
MKD,-462054487.3511558,-223652890.91003156,5326405354.786831,-2362247323.357781,0.8302481875327918,0.9618141388456078
MLI,2117245831.3800905,-169157237.47000146,3979858690.8313217,-463120100.8281948,0.9909439867472194,0.97591660048018
MLT,3598769988.1497264,-200164881.98782724,1183048348.0817683,249691439.0401305,0.907819135688881,0.5805104347307818
MMR,4023179655.4814715,-2899096620.218369,2966761636.6543856,18436318965.65357,0.9549299053949913,0.9722674516280251
MNG,1856586251.8281746,152919114.8474323,2584092644.0824246,992531503.9993254,0.9615820340018036,0.9683247110393383
MRT,787720201.0923275,-26941629.779433366,353945849.11028713,1260732867.4033225,0.9456564043701915,0.9595914210785599
MUS,846873155.3913141,-89525777.64150435,4722004030.493389,-1184625240.0439985,0.9803436095476442,0.8879472001898636
MWI,1178318446.1508458,-453462185.63338375,925791262.8762126,1022173411.2596376,0.9333700878422917,0.8970370478590322
MYS,-11943988954.6863,-2021837926.7808197,126150003597.51054,6703910829.8873825,0.9461537041104481,0.9784833304101277
NER,1240299617.5956187,-143597859.9897107,3044959908.9050975,-189859305.89636487,0.757191495412243,0.917743788940789
NGA,55173199864.04206,1108311257.3825896,134060619250.00076,-21644301154.247803,0.949795126435063,0.8204882232654453
NIC,1280732641.457496,-185912383.97035426,-280552527.9057745,2019537456.8678904,0.9145366341154201,0.9774089645750331
NLD,-18240671661.58659,-17024872641.900158,35491390669.21412,188538161726.44952,0.9101948433987405,0.9755299956047851
NOR,22708088756.622116,-4295941359.844471,41057165055.80881,77370051184.31215,0.9567043061074954,0.9513691389430126
NPL,3283137907.7866793,801831766.4423717,9746210813.17732,-1680289173.1392725,0.977510017980822,0.7646398655740636
NZL,19186107212.52925,-859284419.0816091,30168874097.47285,16593635185.394066,0.9371654538934651,0.9830806592586074
OMN,12051654952.437304,3262159685.507641,401020881.0215972,13320717483.451876,0.992007489755953,0.9294461822933059
PAK,43230918166.43142,-9970541716.132633,89015751420.35504,-17767593710.18049,0.9706848659250776,0.9512109873063604
PAN,1125801553.347406,-3061529275.287758,37651247198.36433,-18350802780.429413,0.805376461305164,0.8634578291755574
PER,9681517909.39257,-331268794.38797706,75897336108.26262,-9977481722.482542,0.9816309784882057,0.9739460784796715
PHL,48447959051.25819,7328547315.956154,93426604419.48257,-23619959000.04311,0.9120023562977848,0.9178883085928108
PLW,1401596.1205217012,-15845882.762522012,29975036.605368543,1790574.566542794,0.7495316005187835,-0.48003664374705335
PNG,-480534136.1174003,-239366735.10497838,1884020564.9816608,7348408522.088214,0.9195027463941002,0.974299994504944
POL,16090881307.958858,-14799879876.93069,234072979050.1561,-54338820773.28968,0.9690947077319941,0.9809953540026879
PRT,9400136720.865389,-7050654340.746284,47766756882.91352,-6001121698.081701,0.926631949122564,0.9106485599788011
PRY,-1993258478.2460558,-1093754904.6187565,5839669784.721788,9196925585.498838,0.9851113561309651,0.9879683378539992
PSE,2231972550.944305,119127198.62535262,19308341.291696414,3069928937.2891726,0.9639990231654512,0.9861289939150107
QAT,31007628436.9245,347925539.96505016,6492808844.553202,41561620795.58245,0.9946335834585415,0.9597865953301451
ROU,-30003974480.41998,2776174364.035978,75769407780.65805,-19630685316.79711,0.9613660950205057,0.9736305121269963
RUS,32535749108.64409,-5658568112.058181,551603621824.781,178886263573.73062,0.9533832927384915,0.9843063009497229
RWA,872170033.7769209,-66929631.7784504,1802779528.7522523,595091288.6213311,0.9862200694698049,0.9401023365430288
SAU,77877363227.16359,-4080213867.8952274,156977882682.08334,47324304480.75602,0.9686887641552625,0.9068473988769744
SEN,906399846.5440321,-418615787.9972898,4389367293.275473,1628840056.8884106,0.9730383436614027,0.9737409323591804
SGP,11149207226.02576,-9436687825.833372,-44878186016.2983,159616907893.41132,0.8537032103867374,0.9653309248941431
SLB,210502686.71491766,-23596650.276432756,166025367.26423642,117887735.20165555,0.9864552102698482,0.9442855440487347
SLV,1635654457.1323276,-180030282.743946,2180882289.772152,4515197880.222142,0.9887099798163914,0.9789712431178972
STP,142273075.07657206,658520.0257161399,-73543865.87323706,52735859.31952092,0.9416867225711953,0.9147324373246628
SUR,-58499420.758276865,-55850898.083423726,1256785697.027886,395907795.97683305,0.9219014534316146,0.9471633456227325
SVK,-3807015167.454125,-1566571313.025989,36967169923.7747,-2523378836.2741256,0.975335271690797,0.9828986869765072
SVN,-1354623854.1375759,-5563482394.455809,22166091189.077885,-12108078047.963211,0.7848521353672337,0.9565789126095459
SWE,17750274792.749252,-12497132265.159508,94212260973.43292,25015724434.383144,0.94772020959389,0.9631961929491113
SWZ,4216372.391097871,97099495.95426388,271959967.7799794,1302991586.6504602,0.8931418134138209,0.952767548807424
SYC,254245723.6585126,-49725737.32361833,293660054.41216946,-47584951.95396092,0.8936772961342974,0.9424416087508742
SYR,-519813745.6192046,-375412598.2802876,12886136494.8462,2603142019.223201,0.787271172721006,0.8011311179009465
TCD,1072328534.5948088,-43409595.55012078,1603207190.8396018,1949609714.4480498,0.9809489766728275,0.9250089252825499
TGO,1224677171.6641984,-12691338.73229216,1397002424.8347402,-478727758.70049906,0.9747858643944598,0.948110027573297
THA,-3805296662.370476,-4000961717.855641,3342600099.8557124,157010178806.39246,0.9415610467555379,0.9831374583375461
TON,25798034.544511016,-22307647.03272489,119924972.23325346,-2414461.7759755687,0.9557507050644372,0.6945369096370235
TTO,921772545.6066928,-410768783.90347457,6831429116.901436,1442328083.118499,0.8867828108578804,0.9069822845775125
TUN,2437937414.9431076,-886839533.8187257,8777279454.340107,2356724180.7504077,0.9940808673079713,0.9856285441893581
TUR,38312746222.68109,-13583348384.822504,441118302247.3587,-158904477255.29904,0.9690196515307109,0.9605026944581779
TZA,7230978627.492399,1330188682.5700557,-4394733731.900499,16835550486.911867,0.9062499267774092,0.9514067669805379
UGA,5410547608.800779,225685948.50649494,9034157247.166914,-2573351867.8080106,0.9590672201376728,0.9543285813654915
UKR,-5599819267.013372,-1070010497.2558156,28767191299.733215,21146541367.72679,0.8746130144207466,0.9784602140233457
URY,1443287326.4466956,-1402025145.1407387,-6564332693.829561,24960243723.05022,0.8575826915490323,0.962916839718852
USA,3374447977327.4614,188160650181.702,3056107716685.201,-303836092131.2416,0.9732819503635016,0.9759643571251617
VCT,-11717028.531795006,-35757267.35166229,245739785.03642285,-21420717.566148434,0.9479235184625564,-0.2399654161341786
VNM,62100771560.65926,1213605040.8472035,-85066831406.98781,139420305118.1565,0.9779761608901285,0.9839031856142895
VUT,172050667.6820808,10483900.308544366,93135629.76472569,37303885.18680007,0.9646171652439212,0.8348832760532895
WSM,105326649.8013369,12805594.095119456,203459605.31072438,-11010225.825823342,0.9699081413562916,0.08425469961928168
YEM,1503469580.9281087,3255739385.6182876,12793938705.663794,-4075862474.3070126,0.9237793261901838,0.4692667547168074
ZAF,9202845901.992252,-12319326606.489304,67273288198.56247,41628370396.50542,0.938836569497421,0.9749756030062697
ZMB,1048022032.7643129,-359386513.6651541,4057919090.20239,3810004230.6347313,0.9570979504413196,0.9695772050606624
