Country Code,Year,Inflation
AFW,1998,4.471125438510985
AFW,1999,0.372266170311928
AFW,2000,2.53077516737987
AFW,2001,4.36152914007262
AFW,2002,3.1886933022058948
AFW,2003,1.7609041009962851
AFW,2004,0.6943363059457339
AFW,2005,5.63163351357613
AFW,2006,4.41589984169561
AFW,2007,3.6073676798459653
AFW,2008,8.45297623326759
AFW,2009,3.28244037589321
AFW,2010,1.78484420477113
AFW,2011,4.018699075344885
AFW,2012,4.578374635159481
AFW,2013,2.439200761041315
AFW,2014,1.76843582146219
AFW,2015,2.130817380587915
AFW,2016,1.48741550755546
AFW,2017,1.7254860237472252
AFW,2018,1.78404994832039
AFW,2019,1.983092284872315
AFW,2020,2.4903778393194402
AFW,2021,3.7457004502735503
AFW,2022,7.949251435240161
AFW,2023,4.95305034506872
AGO,1960,
AGO,1961,
AGO,1962,
AGO,1963,
AGO,1964,
AGO,1965,
AGO,1966,
AGO,1967,
AGO,1968,
AGO,1969,
AGO,1970,
AGO,1971,
AGO,1972,
AGO,1973,
AGO,1974,
AGO,1975,
AGO,1976,
AGO,1977,
AGO,1978,
AGO,1979,
AGO,1980,
AGO,1981,
AGO,1982,
AGO,1983,
AGO,1984,
AGO,1985,
AGO,1986,
AGO,1987,
AGO,1988,
AGO,1989,
AGO,1990,
AGO,1991,83.7837837837838
AGO,1992,299.509803921569
AGO,1993,1378.52760736196
AGO,1994,949.792531120332
AGO,1995,2666.45059288538
AGO,1996,4145.10598220638
AGO,1997,219.176721172974
AGO,1998,107.284821528298
AGO,1999,248.195902412868
AGO,2000,324.996871601321
AGO,2001,152.561022469299
AGO,2002,108.897436089429
AGO,2003,98.2241436573304
AGO,2004,43.5421067519687
AGO,2005,22.953513851394
AGO,2006,13.3052101780032
AGO,2007,12.2514974459487
AGO,2008,12.4758291326398
AGO,2009,13.7302839288408
AGO,2010,14.4696564932577
AGO,2011,13.4824679218511
AGO,2012,10.2779049218839
AGO,2013,8.77781429332624
AGO,2014,7.28038730361121
AGO,2015,9.35597215533784
AGO,2016,30.6944150806719
AGO,2017,29.8444799015679
AGO,2018,19.6289379701521
AGO,2019,17.080954143438
AGO,2020,22.271539247051
AGO,2021,25.7542948841891
AGO,2022,21.3552901320822
AGO,2023,13.6441017767715
ALB,1960,
ALB,1961,
ALB,1962,
ALB,1963,
ALB,1964,
ALB,1965,
ALB,1966,
ALB,1967,
ALB,1968,
ALB,1969,
ALB,1970,
ALB,1971,
ALB,1972,
ALB,1973,
ALB,1974,
ALB,1975,
ALB,1976,
ALB,1977,
ALB,1978,
ALB,1979,
ALB,1980,
ALB,1981,
ALB,1982,
ALB,1983,
ALB,1984,
ALB,1985,
ALB,1986,
ALB,1987,
ALB,1988,
ALB,1989,
ALB,1990,
ALB,1991,
ALB,1992,226.005421253526
ALB,1993,85.0047512387156
ALB,1994,22.5650526933696
ALB,1995,7.79321853789217
ALB,1996,12.7254778087103
ALB,1997,33.1802743753956
ALB,1998,20.6428588670596
ALB,1999,0.389437653561617
ALB,2000,0.0500181363468309
ALB,2001,3.10758827031434
ALB,2002,7.77052583431552
ALB,2003,0.48400261181847
ALB,2004,2.28001916938101
ALB,2005,2.36658195679796
ALB,2006,2.37072831904282
ALB,2007,2.93268248162323
ALB,2008,3.32087090389264
ALB,2009,2.26692209450831
ALB,2010,3.62604695579816
ALB,2011,3.42912324722163
ALB,2012,2.03159268395301
ALB,2013,1.93762080205229
ALB,2014,1.6258650440261
ALB,2015,1.89617402592365
ALB,2016,1.2754316836741
ALB,2017,1.98666133171199
ALB,2018,2.02805963071136
ALB,2019,1.41109078954246
ALB,2020,1.62088661717011
ALB,2021,2.04147163139549
ALB,2022,6.72520271530048
ALB,2023,4.75976421930107
AND,1960,
AND,1961,
AND,1962,
AND,1963,
AND,1964,
AND,1965,
AND,1966,
AND,1967,
AND,1968,
AND,1969,
AND,1970,
AND,1971,
AND,1972,
AND,1973,
AND,1974,
AND,1975,
AND,1976,
AND,1977,
AND,1978,
AND,1979,
AND,1980,
AND,1981,
AND,1982,
AND,1983,
AND,1984,
AND,1985,
AND,1986,
AND,1987,
AND,1988,
AND,1989,
AND,1990,
AND,1991,
AND,1992,
AND,1993,
AND,1994,
AND,1995,
AND,1996,
AND,1997,
AND,1998,
AND,1999,
AND,2000,
AND,2001,
AND,2002,
AND,2003,
AND,2004,
AND,2005,
AND,2006,
AND,2007,
AND,2008,
AND,2009,
AND,2010,
AND,2011,
AND,2012,
AND,2013,
AND,2014,
AND,2015,
AND,2016,
AND,2017,
AND,2018,
AND,2019,
AND,2020,
AND,2021,
AND,2022,
AND,2023,
ARB,1960,
ARB,1961,
ARB,1962,
ARB,1963,
ARB,1964,
ARB,1965,
ARB,1966,
ARB,1967,
ARB,1968,
ARB,1969,
ARB,1970,
ARB,1971,
ARB,1972,
ARB,1973,8.26666666600006
ARB,1974,15.5282817502668
ARB,1975,9.66969548151245
ARB,1976,10.3174158877413
ARB,1977,11.989283322105
ARB,1978,9.7160327495434
ARB,1979,
ARB,1980,9.626056646131776
ARB,1981,10.7585034160145
ARB,1982,8.33125575581156
ARB,1983,5.493665514320905
ARB,1984,8.116397955171
ARB,1985,7.25436179981635
ARB,1986,7.4333333333332
ARB,1987,4.222416662407515
ARB,1988,5.91154496373489
ARB,1989,7.74088603961336
ARB,1990,8.45146240803882
ARB,1991,9.00000000000003
ARB,1992,9.35975158953135
ARB,1993,9.37034415971461
ARB,1994,5.11259890444314
ARB,1995,6.54379068524171
ARB,1996,4.68130623916413
ARB,1997,3.6011610326094603
ARB,1998,3.417319489758005
ARB,1999,2.66937369053699
ARB,2000,1.853790353252765
ARB,2001,1.77220437351017
ARB,2002,1.83299389002049
ARB,2003,2.71259247474352
ARB,2004,3.63228004956625
ARB,2005,3.49368534619531
ARB,2006,3.54498591605033
ARB,2007,4.74390639021648
ARB,2008,11.2706652380848
ARB,2009,2.92089711805367
ARB,2010,3.91106195534028
ARB,2011,4.7531638888563
ARB,2012,4.6118443220664
ARB,2013,3.25423910998847
ARB,2014,2.77351613126123
ARB,2015,1.84862742374977
ARB,2016,2.6765917009819
ARB,2017,2.17183298510006
ARB,2018,2.45814158007532
ARB,2019,1.09184802655856
ARB,2020,1.612222204024555
ARB,2021,2.96581008346283
ARB,2022,5.08754200853911
ARB,2023,3.64216403030709
ARE,1960,
ARE,1961,
ARE,1962,
ARE,1963,
ARE,1964,
ARE,1965,
ARE,1966,
ARE,1967,
ARE,1968,
ARE,1969,
ARE,1970,
ARE,1971,
ARE,1972,
ARE,1973,
ARE,1974,
ARE,1975,
ARE,1976,
ARE,1977,
ARE,1978,
ARE,1979,
ARE,1980,
ARE,1981,
ARE,1982,
ARE,1983,
ARE,1984,
ARE,1985,
ARE,1986,
ARE,1987,
ARE,1988,
ARE,1989,
ARE,1990,
ARE,1991,
ARE,1992,
ARE,1993,
ARE,1994,
ARE,1995,
ARE,1996,
ARE,1997,
ARE,1998,
ARE,1999,
ARE,2000,
ARE,2001,
ARE,2002,
ARE,2003,
ARE,2004,
ARE,2005,
ARE,2006,
ARE,2007,
ARE,2008,12.2504202448139
ARE,2009,1.5618131744907
ARE,2010,0.877983288285867
ARE,2011,0.87734659568512
ARE,2012,0.662268900269009
ARE,2013,1.1011183637571
ARE,2014,2.34626865671643
ARE,2015,4.06996608361593
ARE,2016,1.61748808904198
ARE,2017,1.96682557818842
ARE,2018,3.06863379251997
ARE,2019,-1.93108114782173
ARE,2020,-2.07940317940944
ARE,2021,0.179935336174431
ARE,2022,5.29122604376849
ARE,2023,1.62670837213248
ARG,1960,
ARG,1961,
ARG,1962,
ARG,1963,
ARG,1964,
ARG,1965,
ARG,1966,
ARG,1967,
ARG,1968,
ARG,1969,
ARG,1970,
ARG,1971,
ARG,1972,
ARG,1973,
ARG,1974,
ARG,1975,
ARG,1976,
ARG,1977,
ARG,1978,
ARG,1979,
ARG,1980,
ARG,1981,
ARG,1982,
ARG,1983,
ARG,1984,
ARG,1985,
ARG,1986,
ARG,1987,
ARG,1988,
ARG,1989,
ARG,1990,
ARG,1991,
ARG,1992,
ARG,1993,
ARG,1994,
ARG,1995,
ARG,1996,
ARG,1997,
ARG,1998,
ARG,1999,
ARG,2000,
ARG,2001,
ARG,2002,
ARG,2003,
ARG,2004,
ARG,2005,
ARG,2006,
ARG,2007,
ARG,2008,
ARG,2009,
ARG,2010,
ARG,2011,
ARG,2012,
ARG,2013,
ARG,2014,
ARG,2015,
ARG,2016,
ARG,2017,
ARG,2018,
ARG,2019,
ARG,2020,
ARG,2021,
ARG,2022,
ARG,2023,
ARM,1960,
ARM,1961,
ARM,1962,
ARM,1963,
ARM,1964,
ARM,1965,
ARM,1966,
ARM,1967,
ARM,1968,
ARM,1969,
ARM,1970,
ARM,1971,
ARM,1972,
ARM,1973,
ARM,1974,
ARM,1975,
ARM,1976,
ARM,1977,
ARM,1978,
ARM,1979,
ARM,1980,
ARM,1981,
ARM,1982,
ARM,1983,
ARM,1984,
ARM,1985,
ARM,1986,
ARM,1987,
ARM,1988,
ARM,1989,
ARM,1990,
ARM,1991,
ARM,1992,
ARM,1993,
ARM,1994,3373.75944336293
ARM,1995,175.951325534583
ARM,1996,18.681185640036
ARM,1997,13.960764121791
ARM,1998,8.67248632385158
ARM,1999,0.648245760470385
ARM,2000,-0.790883768934757
ARM,2001,3.1459046468502
ARM,2002,1.06004929341667
ARM,2003,4.7215533660534
ARM,2004,6.96126135875795
ARM,2005,0.638928002410097
ARM,2006,2.89235662459004
ARM,2007,4.40736089644516
ARM,2008,8.94995335353387
ARM,2009,3.40676682683801
ARM,2010,8.17636138473952
ARM,2011,7.65000807859294
ARM,2012,2.55802007757907
ARM,2013,5.78966778544651
ARM,2014,2.98130868933672
ARM,2015,3.73169119261693
ARM,2016,-1.403607559009
ARM,2017,0.969553268816138
ARM,2018,2.52023382001638
ARM,2019,1.44344660770698
ARM,2020,1.21143577838465
ARM,2021,7.18483629443371
ARM,2022,8.64091108973855
ARM,2023,1.98041877615554
ASM,1960,
ASM,1961,
ASM,1962,
ASM,1963,
ASM,1964,
ASM,1965,
ASM,1966,
ASM,1967,
ASM,1968,
ASM,1969,
ASM,1970,
ASM,1971,
ASM,1972,
ASM,1973,
ASM,1974,
ASM,1975,
ASM,1976,
ASM,1977,
ASM,1978,
ASM,1979,
ASM,1980,
ASM,1981,
ASM,1982,
ASM,1983,
ASM,1984,
ASM,1985,
ASM,1986,
ASM,1987,
ASM,1988,
ASM,1989,
ASM,1990,
ASM,1991,
ASM,1992,
ASM,1993,
ASM,1994,
ASM,1995,
ASM,1996,
ASM,1997,
ASM,1998,
ASM,1999,
ASM,2000,
ASM,2001,
ASM,2002,
ASM,2003,
ASM,2004,
ASM,2005,
ASM,2006,
ASM,2007,
ASM,2008,
ASM,2009,
ASM,2010,
ASM,2011,
ASM,2012,
ASM,2013,
ASM,2014,
ASM,2015,
ASM,2016,
ASM,2017,
ASM,2018,
ASM,2019,
ASM,2020,
ASM,2021,
ASM,2022,
ASM,2023,
ATG,1960,
ATG,1961,
ATG,1962,
ATG,1963,
ATG,1964,
ATG,1965,
ATG,1966,
ATG,1967,
ATG,1968,
ATG,1969,
ATG,1970,
ATG,1971,
ATG,1972,
ATG,1973,
ATG,1974,
ATG,1975,
ATG,1976,
ATG,1977,
ATG,1978,
ATG,1979,
ATG,1980,
ATG,1981,
ATG,1982,
ATG,1983,
ATG,1984,
ATG,1985,
ATG,1986,
ATG,1987,
ATG,1988,
ATG,1989,
ATG,1990,
ATG,1991,
ATG,1992,
ATG,1993,
ATG,1994,
ATG,1995,
ATG,1996,
ATG,1997,
ATG,1998,
ATG,1999,1.12128789571146
ATG,2000,0.77177979690018
ATG,2001,1.40279663573988
ATG,2002,2.40765801293491
ATG,2003,1.99353055152454
ATG,2004,2.03007757853236
ATG,2005,2.09875196709308
ATG,2006,1.78778537419121
ATG,2007,1.41605259409741
ATG,2008,5.33380639820233
ATG,2009,-0.550159995508914
ATG,2010,3.37002540220148
ATG,2011,3.4567496723461
ATG,2012,3.37688044338874
ATG,2013,1.05949782356169
ATG,2014,1.08944157435355
ATG,2015,0.968993458825638
ATG,2016,-0.489437796230499
ATG,2017,2.43248789041363
ATG,2018,1.20715793367008
ATG,2019,1.43135598182984
ATG,2020,0.625989707046719
ATG,2021,2.06299638545334
ATG,2022,7.53107834634288
ATG,2023,5.06713865364213
AUS,1960,3.72881355932203
AUS,1961,2.28758169934641
AUS,1962,-0.319488817891379
AUS,1963,0.641025641025652
AUS,1964,2.86624203821656
AUS,1965,3.40557275541795
AUS,1966,3.29341317365269
AUS,1967,3.47826086956522
AUS,1968,2.52100840336134
AUS,1969,3.27868852459016
AUS,1970,3.43915343915341
AUS,1971,6.13810741687984
AUS,1972,6.02409638554213
AUS,1973,9.09090909090915
AUS,1974,15.4166666666666
AUS,1975,15.1624548736462
AUS,1976,13.3228840125392
AUS,1977,12.3098201936376
AUS,1978,8.0049261083744
AUS,1979,9.12200684150515
AUS,1980,10.1358411703239
AUS,1981,9.48766603415561
AUS,1982,11.3518197573657
AUS,1983,10.0389105058366
AUS,1984,3.96039603960396
AUS,1985,6.734693877551
AUS,1986,9.05035054174634
AUS,1987,8.53302162478083
AUS,1988,7.21593968766828
AUS,1989,7.53390256152688
AUS,1990,7.33302195235872
AUS,1991,3.17667536988685
AUS,1992,1.01223112610714
AUS,1993,1.75365344467641
AUS,1994,1.96963479688141
AUS,1995,4.62776659959759
AUS,1996,2.61538461538461
AUS,1997,0.224887556221887
AUS,1998,0.860134629768142
AUS,1999,1.48312940304041
AUS,2000,4.45743514797224
AUS,2001,4.40713536201469
AUS,2002,2.98157453936348
AUS,2003,2.73259596616786
AUS,2004,2.34325522482583
AUS,2005,2.69183168316832
AUS,2006,3.55528773727026
AUS,2007,2.32761128891476
AUS,2008,4.35029854990048
AUS,2009,1.77111716621254
AUS,2010,2.91834002677376
AUS,2011,3.3038501560874
AUS,2012,1.76278015613196
AUS,2013,2.4498886414254
AUS,2014,2.48792270531404
AUS,2015,1.50836672165921
AUS,2016,1.27699094497324
AUS,2017,1.94864740944527
AUS,2018,1.91140094445691
AUS,2019,1.61076787290379
AUS,2020,0.846905537459305
AUS,2021,2.86391042204994
AUS,2022,6.59409671341846
AUS,2023,5.5970149253731
AUT,1960,1.94574935198645
AUT,1961,3.54223986727557
AUT,1962,4.38179863851178
AUT,1963,2.70876699499833
AUT,1964,3.86856354936629
AUT,1965,4.93091637676269
AUT,1966,2.05482059257987
AUT,1967,3.97467292898832
AUT,1968,2.76486447339768
AUT,1969,3.08040419539532
AUT,1970,4.37282441582139
AUT,1971,4.70425813828696
AUT,1972,6.35514612686787
AUT,1973,7.53107803827116
AUT,1974,9.52178819742238
AUT,1975,8.44525863917974
AUT,1976,7.31868545106923
AUT,1977,5.49461568127666
AUT,1978,3.57431857551221
AUT,1979,3.7074009635341
AUT,1980,6.32832536226101
AUT,1981,6.80304177599257
AUT,1982,5.43603082512847
AUT,1983,3.33916453409534
AUT,1984,5.66318573909351
AUT,1985,3.18951681805193
AUT,1986,1.70544456731973
AUT,1987,1.4019527178397
AUT,1988,1.91571684671258
AUT,1989,2.56834829029372
AUT,1990,3.26187231878578
AUT,1991,3.33742703474788
AUT,1992,4.02084780038557
AUT,1993,3.63178524943176
AUT,1994,2.95340936761079
AUT,1995,2.24336631500905
AUT,1996,1.86097115760433
AUT,1997,1.30597857227693
AUT,1998,0.922467196680799
AUT,1999,0.568993765885568
AUT,2000,2.34486285357282
AUT,2001,2.65000077279528
AUT,2002,1.81035787764127
AUT,2003,1.35555370896452
AUT,2004,2.06120618032862
AUT,2005,2.29913785639285
AUT,2006,1.4415485111902
AUT,2007,2.16855528800749
AUT,2008,3.21595033239886
AUT,2009,0.506308827696515
AUT,2010,1.81353438995062
AUT,2011,3.2865791487538
AUT,2012,2.48567562177015
AUT,2013,2.00015616900597
AUT,2014,1.60581182954474
AUT,2015,0.89656333526032
AUT,2016,0.891591752655362
AUT,2017,2.08126911385587
AUT,2018,1.9983798142954
AUT,2019,1.53089564152644
AUT,2020,1.38191063351862
AUT,2021,2.7666666666667
AUT,2022,8.5468699318845
AUT,2023,7.81413417002832
AZE,1960,
AZE,1961,
AZE,1962,
AZE,1963,
AZE,1964,
AZE,1965,
AZE,1966,
AZE,1967,
AZE,1968,
AZE,1969,
AZE,1970,
AZE,1971,
AZE,1972,
AZE,1973,
AZE,1974,
AZE,1975,
AZE,1976,
AZE,1977,
AZE,1978,
AZE,1979,
AZE,1980,
AZE,1981,
AZE,1982,
AZE,1983,
AZE,1984,
AZE,1985,
AZE,1986,
AZE,1987,
AZE,1988,
AZE,1989,
AZE,1990,
AZE,1991,
AZE,1992,-10.6300971576201
AZE,1993,1128.00002429404
AZE,1994,1662.21594875899
AZE,1995,411.759641777268
AZE,1996,19.7948028061898
AZE,1997,3.6743480968473
AZE,1998,-0.772697886033167
AZE,1999,-8.52517000536064
AZE,2000,1.80500303704356
AZE,2001,1.5471959015228
AZE,2002,2.7711647199827
AZE,2003,2.2338649296705
AZE,2004,6.70893042797784
AZE,2005,9.67950731917057
AZE,2006,8.3289248286321
AZE,2007,16.6997549618244
AZE,2008,20.8490871772712
AZE,2009,1.45704835970321
AZE,2010,5.72687224669605
AZE,2011,7.8583333333334
AZE,2012,1.06621339720303
AZE,2013,2.41571745279419
AZE,2014,1.37344181533176
AZE,2015,4.02768573742726
AZE,2016,12.4433748584372
AZE,2017,12.9359184187335
AZE,2018,2.26854690373999
AZE,2019,2.61057182799215
AZE,2020,2.75980947008127
AZE,2021,6.65029912708779
AZE,2022,13.8522590144267
AZE,2023,8.78543049849081
BDI,1960,
BDI,1961,
BDI,1962,
BDI,1963,
BDI,1964,
BDI,1965,
BDI,1966,4.43686006769088
BDI,1967,-1.08932461874253
BDI,1968,6.05726872222518
BDI,1969,4.02388369733122
BDI,1970,-0.199650611430225
BDI,1971,3.85096274044454
BDI,1972,3.82855766917334
BDI,1973,6.00649350675306
BDI,1974,15.7223072990938
BDI,1975,15.7098745988233
BDI,1976,6.85655157364539
BDI,1977,6.83451404136489
BDI,1978,23.8956206469303
BDI,1979,36.5407569980925
BDI,1980,2.49851950030166
BDI,1981,12.1673943487938
BDI,1982,5.86809635722661
BDI,1983,8.15123135622631
BDI,1984,14.3168697883258
BDI,1985,3.80428683649425
BDI,1986,1.67567567567547
BDI,1987,7.11323763955337
BDI,1988,4.48679769704177
BDI,1989,11.6615998479958
BDI,1990,7.00216956651122
BDI,1991,8.99693873494331
BDI,1992,1.82333333333308
BDI,1993,9.67934658067928
BDI,1994,14.8528149833969
BDI,1995,19.2632536382538
BDI,1996,26.4367816091951
BDI,1997,31.1115898319695
BDI,1998,12.5004107653378
BDI,1999,3.38542427340455
BDI,2000,24.4320242102151
BDI,2001,9.29618771341889
BDI,2002,-1.3656800532806
BDI,2003,10.6474645658306
BDI,2004,8.17642937482053
BDI,2005,13.2520699188224
BDI,2006,2.74542000214241
BDI,2007,8.41206285772544
BDI,2008,24.4069510353914
BDI,2009,10.5554355299529
BDI,2010,6.49326591473993
BDI,2011,9.5921660597967
BDI,2012,18.1610453065451
BDI,2013,7.93795807492418
BDI,2014,4.40535234185293
BDI,2015,5.54468891259779
BDI,2016,5.55768961400965
BDI,2017,16.0525353030392
BDI,2018,-2.81469807668465
BDI,2019,-0.686772170797359
BDI,2020,7.32110643415521
BDI,2021,8.40453845076341
BDI,2022,18.8008786664945
BDI,2023,26.9414835762453
BEL,1960,0.299467254769695
BEL,1961,0.992676260767339
BEL,1962,1.40460703543514
BEL,1963,2.14800341332202
BEL,1964,4.1687605856437
BEL,1965,4.06520137474643
BEL,1966,4.17434761852995
BEL,1967,2.73030268590907
BEL,1968,2.70144982931349
BEL,1969,3.75399229053284
BEL,1970,3.9084723847191
BEL,1971,4.34362854612092
BEL,1972,5.44843128438085
BEL,1973,6.95528008719914
BEL,1974,12.6778877513452
BEL,1975,12.7681985920515
BEL,1976,9.06860981054968
BEL,1977,7.09600059132598
BEL,1978,4.47059331592944
BEL,1979,4.46908394900479
BEL,1980,6.64868829655356
BEL,1981,7.62748656814276
BEL,1982,8.72654906555469
BEL,1983,7.66160983743883
BEL,1984,6.34177491009126
BEL,1985,4.86873399496944
BEL,1986,1.2943681910248
BEL,1987,1.55338261314948
BEL,1988,1.16093493415325
BEL,1989,3.10705065111094
BEL,1990,3.44831217961808
BEL,1991,3.2153106926081
BEL,1992,2.42795567164615
BEL,1993,2.75442643473461
BEL,1994,2.37754084476398
BEL,1995,1.46796699090272
BEL,1996,2.07702107350674
BEL,1997,1.62816049512958
BEL,1998,0.94925028835061
BEL,1999,1.12084823417845
BEL,2000,2.54451776190908
BEL,2001,2.46925823086078
BEL,2002,1.64521436175357
BEL,2003,1.5889639997038
BEL,2004,2.09728311239314
BEL,2005,2.78143263670022
BEL,2006,1.7912077007046
BEL,2007,1.82305630026808
BEL,2008,4.48944420508401
BEL,2009,-0.0531456741253769
BEL,2010,2.18929920422457
BEL,2011,3.53208210722742
BEL,2012,2.83966343445899
BEL,2013,1.1130959402754
BEL,2014,0.340002833356922
BEL,2015,0.561429152790065
BEL,2016,1.97385264653181
BEL,2017,2.12597086002607
BEL,2018,2.05316499865186
BEL,2019,1.43681956996429
BEL,2020,0.740791812220344
BEL,2021,2.44024851144084
BEL,2022,9.597511728725
BEL,2023,4.04901077613941
BEN,1960,
BEN,1961,
BEN,1962,
BEN,1963,
BEN,1964,
BEN,1965,
BEN,1966,
BEN,1967,
BEN,1968,
BEN,1969,
BEN,1970,
BEN,1971,
BEN,1972,
BEN,1973,
BEN,1974,
BEN,1975,
BEN,1976,
BEN,1977,
BEN,1978,
BEN,1979,
BEN,1980,
BEN,1981,
BEN,1982,
BEN,1983,
BEN,1984,
BEN,1985,
BEN,1986,
BEN,1987,
BEN,1988,
BEN,1989,
BEN,1990,
BEN,1991,
BEN,1992,
BEN,1993,0.440599214931768
BEN,1994,38.5308661668538
BEN,1995,14.4625482180894
BEN,1996,4.914239726372
BEN,1997,3.46629590564778
BEN,1998,5.75331458417063
BEN,1999,0.326722893396852
BEN,2000,4.16540442290284
BEN,2001,3.98429547767891
BEN,2002,2.48916235491542
BEN,2003,1.48724246145442
BEN,2004,0.873890830868488
BEN,2005,5.36452085832343
BEN,2006,3.78217696540376
BEN,2007,1.2980681333415
BEN,2008,7.94729876067862
BEN,2009,0.896072355749111
